id,name,score,zip_code,city,state
15189,Taco Bell ,4.7,98273,Mount Vernon,WA
57690,Popeyes ,4.2,78219,San Antonio,TX
1538,El Jaripeo Freedom Rd,4.4,54140,Little Chute,WI
31496,Zaxbys - W Center St Orem,4.3,84057,Orem,UT
23527,Starbucks ,4.9,20814,Bethesda,MD
53563,Asian City Restaurant,4.6,77338,Humble,TX
52250,Papa Johns ,4.3,77063,Houston,TX
56103,DoubleDave's Pizzaworks ,4.8,78256,San Antonio,TX
9921,Jack in the Box ,4.7,98801,Wenatchee,WA
47201,Teriyaki Madness ,4.6,75056,Lewisville,TX
8923,Ivar's Seafood Bar ,4.4,98021,Bothell,WA
62946,Anthony's Eatalian Best Sellers,4.7,75201,Dallas,TX
24505,The Boathouse at Short Pump,4.3,23233,Richmond,VA
5953,Dunkin' ,4.8,60073,Round Lake Beach,IL
16803,Popeyes ,4.3,98665,Vancouver,WA
40787,Chipotle Mexican Grill ,4.7,78701,Austin,TX
41210,Phuket I'm Vegan ,4,78752,Austin,TX
35115,Tacos Betos,4.6,78228,San Antonio,TX
49750,Fatties Philly Cheesesteaks ,4.5,78702,Austin,TX
25213,McDonald's® ,4.8,22033,FAIRFAX,VA
49177,Outback Steakhouse ,4.5,78230,San Antonio,TX
25140,Arby's ,4.3,23294,Richmond,VA
45179,Dunkin' ,4.5,76063,Mansfield,TX
36518,Jason's Deli ,4.6,75104,Cedar Hill,TX
43438,ROYAL ARM RESTAURANTS,4.6,77494,Katy,TX
38295,Super Mega Dilla ,3.2,76107-6574,Fort Worth,TX
22762,Apps All Around ,4.3,22192,Woodbridge,VA
36684,Taco Patron,4.8,77301,Conroe,TX
22932,Subway ,4.6,22630,Front Royal,VA
12505,Tacoma's No1 Fried Rice,4.7,98405,Tacoma,WA
9293,Chutneys ,4.5,98004,Bellevue,WA
61803,Dickey's Barbecue Pit  1801 Ballpark Way,4.5,76006,Arlington,TX
44684,El Layali Lebanese Cuisine,4.8,79932,El Paso,TX
56249,IHOP ,4.4,78257,San Antonio,TX
24635,Panda Express ,4.5,23225,Richmond,VA
3616,Twisted Tenders ,3.4,55802,DULUTH,MN
39269,Newk's Eatery ,4.8,75063,Irving,TX
34998,Sandwich De Paris,4.9,78229,San Antonio,TX
14316,Bruchi's ,4.5,99223,Spokane,WA
17268,Chipotle Mexican Grill ,4.7,99338,Kennewick,WA
52157,Starbucks ,4.7,77024,Houston,TX
30950,It's Just Wings ,4.4,84047-1802,Midvale,UT
9817,Outback Steakhouse ,4.6,99336,Kennewick,WA
50386,Popeyes Louisiana Kitchen ,4.6,75180,Balch Springs,TX
10214,Taco Bell ,4.6,98903,Yakima,WA
25820,McDonald's® ,4,23834,COLONIAL HEIGHTS,VA
27104,Dunkin' ,4.8,22033,Fairfax,VA
59229,Sonic ,4.2,77406,Richmond,TX
9822,Idk,4.5,99336,Kennewick,WA
50242,"ZAAP Kitchen of Casa Linda - Dallas, TX.",4.8,75218,Dallas,TX
53810,The Burger Den ,4.5,77379,Spring,TX
50089,Fuzzy's Taco Shop - Deep Ellum,4.6,75226,Dallas,TX
22143,Bonchon Chicken ,4.8,20190,Reston,VA
38339,Hurts Donut Company - Fort Worth,4.1,76107,Fort Worth,TX
11843,Pine State Biscuits ,4.8,97211,Portland,OR
52933,Follow The Smell,4.4,77021,Houston,TX
778,Big Shake's Hot Chicken &amp; Fish,4,35816,Huntsville,AL
532,McDonald's® ,4.4,35216,Hoover,AL
61239,Raising Cane's ,5,78572,Mission,TX
26782,Filippo's Italian Specialties ,4.8,20902,Wheaton,MD
53831,Chicken Salad Chick ,4.9,77339,Kingwood,TX
55595,Tacos Don Cuco ,4.4,79938,El Paso,TX
13301,Wings &amp; Things ,4.3,98108,Seattle,WA
9240,STK Steakhouse - Bellevue,4.9,98004,Bellevue,WA
39854,Buca di Beppo ,4.7,78759,Austin,TX
46107,Red Lobster ,4.6,77090,Houston,TX
42484,TGI Friday's ),4.4,77034,Houston,TX
13809,BJ's Restaurant &amp; Brewhouse ,4.5,98373,Puyallup,WA
30852,Brooker's Founding Flavors Ice Cream ,4.8,84096,Herriman,UT
15760,KFC ,4.7,98802,East Wenatchee,WA
51234,Burger King ,4.6,77478,Sugar Land,TX
37839,Papa John's ,4.6,76132,Fort Worth,TX
36992,Fortuna Italian Resturant,4.3,76107,Fort Worth,TX
56006,Jack in the Box  10683 Huebner Rd Suite 101,4,78240,San Antonio,TX
20374,Churreria Madrid,4.9,20009,Washington,DC
28638,NuVegan Cafe ,4.8,20001,Washington,DC
34069,Whataburger ,4.4,75040,Garland,TX
27112,Noodles &amp; Company ,4.7,20151,Chantilly,VA
47109,Tropical Smoothie ,4.7,75068,Aubrey,TX
27891,Hello Poke.,4.6,20002,Washington,DC
46142,Wendy's  ,4.6,77379,Spring,TX
45857,BJ's Restaurant &amp; Brewhouse ,4.4,77070,Houston,TX
43557,Marco's Pizza ,4.4,77423,Fulshear,TX
49170,Aspen Creek Grill  ,4.5,78254,San Antonio,TX
31856,Cafe Rio ,4.5,84044,Magna,UT
42918,Hootie's Chicken Tenders ,3.2,76180,N. Richland Hills,TX
4026,Arby's ,4.7,54914,Appleton,WI
9799,3 Eyed Fish Kitchen + Bar,4.9,99352,Richland,WA
43345,Karma Kolache &amp; Dessert,4.7,77494,Katy,TX
31894,Black Bear Diner ,4.7,84128,West Valley,UT
28336,Subway ,4.6,20148,Ashburn,VA
24624,MAC Pizza &amp; Wings ,4.7,23236,Richmond,VA
13133,HoneyHole ,4.6,98122,Seattle,WA
54420,Tacos Del Julio ,4.1,77029,Houston,TX
59447,On the Border - Irving,4.1,75062,Irving,TX
42487,Jack in the Box ,4.5,77598,Webster,TX
2023,China Gourmet,4.4,53202,Milwaukee,WI
47757,Pho One,4.7,75067,Lewisville,TX
19013,PAUL FRENCH BAKERY AND CAFÉ ,4.6,22102,Tysons,VA
35751,The Last Slice,4.5,78217,San Antonio,TX
52559,Angelo'z World's Best Po'Boys,4.5,77054,Houston,TX
43914,It's Just Wings ,4,76711-2119,Waco,TX
12911,Chengdu Taste -Seattle 滋味成都,4.7,98104,Seattle,WA
21927,Rai's Pizza,4.7,20164,Sugarland Run,VA
518,Panera ,4.7,35216,Vestavia,AL
54693,"Jenni's Noodle House - E 20th St, TX",4.9,77008,Houston,TX
36461,On the Border - Pleasant Run,4.4,75115,DeSoto,TX
26064,Popeyes ,3.7,23510,Norfolk,VA
5620,KFC ,4.5,53511,Beloit,WI
40590,Ato Chef's Table,4.4,78727,Austin,TX
51253,Pythagoras Conscious Food Philosophy,4.4,77478,Sugar Land,TX
29278,Juniors Original,4.5,05404,Winooski,VT
30770,La Tenoch Mexican Food,4.1,84115,Salt Lake City,UT
7177,McDonald's® ,4.6,25701,HUNTINGTON,WV
37562,The Colossal Sandwich Shop ,4.4,76107,Fort Worth,TX
28713,Mimi's Ethiopian BBQ,4.4,20020,Washington,DC
13785,El Huarache Azteca,4.8,98370,Poulsbo,WA
45097,Hootie's Bait &amp; Tackle ,4.7,77707,Beaumont,TX
14289,TT's Old Iron Brewery and Bbq,4.4,99206,Spokane Valley,WA
52679,Ruth's Chris Steak House ,4.8,77056,Houston,TX
10812,Arby's ,4.1,98032,Kent,WA
10195,Papa Johns ,4.5,98661,Vancouver,WA
14074,Koko Teriyaki,4.8,98327,Dupont,WA
47598,Hello India,4.2,75024,Plano,TX
3124,Sencha Tea Bar- Madison,4.7,53703,Madison,WI
35068,Raising Cane's Chicken Fingers  ,4.8,78233,Live Oak,TX
13488,Italian Family Pizza,4,98104,Seattle,WA
58683,Jason's Deli ,4.7,77469,Rosenberg,TX
27214,Taco Bell ,4.5,24450,Lexington,VA
25052,Gogi BiBimBap,4.8,23294,Richmond,VA
38388,Popeyes  ,4.1,76106,Ft Worth,TX
9258,Cactus - Bellevue,4.6,98004,Bellevue,WA
51402,IHOP - Sugar Land,4.5,77479,Sugar Land,TX
16986,Burger King ,4.3,98409,Tacoma,WA
48346,The Gyro Shop,4.7,75024,Plano,TX
24008,First Watch ,4.7,23230,Richmond,VA
55098,Subway ,4.5,77019,Houston,TX
44689,Denny's ,4.6,79924,El Paso,TX
35857,Thunder Thighs 210 Turkey Legs,4.6,78215,San Antonio,TX
9365,Thai Ginger ,4.4,98052,Redmond,WA
28827,Haute Burger,4.6,20002,Washington,DC
4901,Portillo's ,4.6,53719,Madison,WI
51400,The Burger Den ,4.2,77477,Meadows Place,TX
14434,Costa Vida Fresh Mexican Grill ,4.5,99218,Spokane,WA
3624,Buffalo Wild Wings ,4.4,55811-5605,Duluth,MN
53272,Benihana ,3.4,77027,Houston,TX
13189,Nhóp Nhép,4.6,98148,Burien,WA
10599,Papa Johns ,4.2,98023,Federal Way,WA
22291,Brown Bag ,4.9,20190,Reston,VA
11720,Sweet Basil Thai Cuisine,4.7,97232,Portland,OR
31079,Cafe Zupas ,4.6,84109,Millcreek,UT
52423,TAQUITO EXPRESS LA MICHOACANA,4.5,77082,Houston,TX
46232,Tempura Kabob Grill,4.5,77066,Houston,TX
58095,Krispy Kreme ,4.3,75080,Richardson,TX
37646,Pizza Snob - Fort Worth,4.8,76109,Fort Worth,TX
18752,Popeyes ,4.7,22801,Harrisonburg,VA
5913,Red Lobster ,4.6,60031,Gurnee,IL
41583,Bully Bagel Co. ,4.4,78741,Austin,TX
37810,Burger Box,4.7,76117,Haltom City,TX
37090,Taco Bell ,4.5,76086,Weatherford,TX
8477,Romeo's Pizzeria,4.8,98026,Edmonds,WA
9158,Miah's Kitchen,4.9,98052,Redmond,WA
25062,Chadar Thai Restaurant ,4.7,23294,Richmond,VA
28880,The Queen Vic ,4.7,20002,Washington,DC
44345,Wok togo,4.2,78613,Cedar Park,TX
34476,Vitality Bowls ,4.7,79401,Lubbock,TX
11660,Las Mesitas ,4.5,98604,Battle Ground,WA
49260,Texas Hamburger Company,4.6,78240,San Antonio,TX
26063,Ruby Tuesday ,4.3,23502,Norfolk,VA
12462,BT Thai Restaurant,4.5,98467,Tacoma,WA
21254,Kao Thai,4.8,23451,Virginia Beach,VA
28110,Chipotle Mexican Grill ,4.5,22903,Charlottesville,VA
49697,McAlister's Deli ,4.8,78374,Portland,TX
32041,Chili's ,4.6,84341-1902,Logan,UT
11713,Khao Moo Dang ,4.9,97214,Portland,OR
18377,Sarku Japan #139 Springfield,4.6,22150,Springfield,VA
17848,Moby Dick House of Kabob ,4.8,22150,Springfield,VA
35393,Taqueria Hacienda Tapatia,4.5,78218,San Antonio,TX
8203,Katsu Burger ,4.7,98037,Lynnwood,WA
10734,Alibertos Jr Fresh Mexican Food ,4.5,98055,Renton,WA
25288,Panda Express ,4.5,20176,Leesburg,VA
36961,Genghis Grill,3.9,76135,Fort Worth,TX
47329,MIO Italian Kitchen and Vinoteca,4.5,75093,Plano,TX
27322,Tasty Crab ,4.8,23294,Richmond,VA
37801,Jr's Cafe of Saginaw,4.3,76179,Saginaw,TX
46360,Olivit Mediterranean Grill,4.2,77379,Spring,TX
56612,Starbucks  &amp; Elbel),4.7,78154,Schertz,TX
50377,Taco Cabana ,4.3,75219,Dallas,TX
35143,India Taj Palace,4.8,78258,San Antonio,TX
4738,Estacion Inka,4.8,53715,Madison,WI
47810,Razzoo's Cajun Cafe ,4.5,75057,Lewisville,TX
7941,Thai Ocean Restaurant,4.8,98115,Seattle,WA
57067,Hawaiian Bros ,4.8,78640,Kyle,TX
51173,Los Perros - Richmond,4.6,77063,Houston,TX
35742,Total Wine &amp; More ,4.8,78216,San Antonio,TX
43993,Lily's Philippine Restaurant &amp; Bakery,4.8,78227,San Antonio,TX
53942,Chick-fil-A  ,4.8,77339,Kingwood,TX
46071,The Goose's Acre,4.4,77380,The Woodlands,TX
56081,Lennys Grill &amp; Subs ,4.9,78230,San Antonio,TX
39994,Denny's ,4.6,78704,Austin,TX
2200,Champion Chicken,4.2,53222,Milwaukee,WI
30760,Famous Dave's ,4.6,84084,West Jordan,UT
41942,Freebirds World Burrito ,4.6,77573,League City,TX
27240,Starbucks ,4.8,20147,Ashburn,VA
968,Logan's Roadhouse 328 ,4.2,35801,Huntsville,AL
12273,Sushi &amp; Wok ,4.2,98375,Puyallup,WA
19299,Hong Kong Pearl Seafood Restaurant ,4.7,22044,Falls Church,VA
51671,Great American Cookies ,4.9,77477,Stafford,TX
55558,Golden Corral ,3.8,79936,El Paso,TX
21112,Pho 79 ,4.8,23462,Virginia Beach,VA
62304,Sarah kitchen ,4.7,76541,Killeen,TX
49763,Chick-fil-A  ,4.8,78749,Austin,TX
54308,Schlotzsky's Deli ,4.8,75050,Grand Prairie,TX
35091,Wayback Burgers ,4.3,78148,Universal City,TX
33166,Pho Pasteur - Richardson,4.7,75081,Richardson,TX
17259,Starbucks ,4.9,98136,Seattle,WA
23115,Cafe Rio ,4.5,20147,Ashburn,VA
6598,Walgreens ,4.2,25302,Charleston,WV
23461,Hot Peppercorn Asian Cuisine &amp; Bar,4.7,22150,Springfield,VA
39450,Starbucks ,4.8,76137,Fort Worth,TX
8057,Larray's Loaded Mac ,4.7,98203,Everett,WA
52371,Wendy's ,4.9,77407,Richmond,TX
24448,Tropical Smoothie Cafe - Rio Hill,4.7,22901,Charlottesville,VA
52869,THE LIQUOR STORE #5,4.9,77054,Houston,TX
32236,McDonald's® ,4.8,84321,LOGAN,UT
49071,Good Time Charlie's Bar &amp; Cafe,4.2,78209,San Antonio,TX
39090,Wendy's  ,4.7,76092,SOUTHLAKE,TX
17282,Papa Murphy's Pizza ,4.6,98661,Vancouver,WA
10789,Kikey's Cafe,4.9,98166,Burien,WA
733,Taziki's Mediterranean Café ,4.7,35758,Madison,AL
61799,Qdoba Mexican Eats ,4.1,76014,Arlington,TX
58293,Taco Bell ,4.5,75032,Rockwall,TX
25273,Starbucks ,4.8,20148,Broadlands,VA
43040,Dairy Queen ,4.5,76013,Pantego,TX
10867,Papa Johns ,4.4,98042,Kent,WA
27156,Sheetz - 3927 Wards Rd ,4.5,24502,Lynchburg,VA
44149,Yaya's Thai ,4.6,78251,San Antonio,TX
37608,Nekter Juice Bar ,4.9,76107,Fort Worth,TX
7972,Thai Thai Kitchen,4.7,98103,Seattle,WA
10981,Kizuki Ramen &amp; Izakaya ,4.8,97204,Portland,OR
61311,Egghead Breakfast Burritos ,4.4,78753,Austin,TX
18117,Firebirds Wood Fired Grill ,4.6,22191,Woodbridge,VA
27200,Sheetz -600 East Nelson St ,4.1,24450,Lexington,VA
58685,Popeyes ,4.7,77471,Rosenberg,TX
48362,La Chine Chinese Cuisine,5,75093,Plano,TX
40104,Sunrise Breakfast Sandwiches ,3.2,78751,Austin,TX
8849,Ivar’s Mukilteo Landing Fish Bar,4.7,98275,Mukilteo,WA
14558,Pizza Hut ,4.9,98375,Puyallup,WA
46771,Total Wine &amp; More ,4.8,77380,The Woodlands,TX
56156,Everyday Needs by Gopuff,4.8,78249,San Antonio,TX
18049,Bar Louie ,4.5,22191,Woodbridge,VA
18457,Huddle House ,3.9,23434,Suffolk,VA
2534,Pietro's Pizza,4.8,53207,Milwaukee,WI
45231,Slim Chickens ,4.7,76063,Mansfield,TX
30458,Rancheritos Mexican Food ,4.5,84020,Draper,UT
50475,Ruth's Chris Steak House ,4.5,79925,El Paso,TX
21216,Montego Island Grill,4.4,23452,Virginia Beach,VA
56726,IHOP ,4.3,75034,Frisco,TX
56284,Slim Chickens ,4.4,79416,Lubbock,TX
29931,Stoneground Kitchen,4.6,84111,Salt Lake City,UT
25527,Kappo Nara Ramen,4.9,23517,Norfolk,VA
13676,Los Amigos Taqueria,4.4,98373,Puyallup,WA
50812,JINYA Ramen Bar - Sugar Land,4.7,77479,Sugar Land,TX
19588,The Burger Den ,4.8,22041,Mason,VA
52489,Becks Prime ,4.7,77096,Houston,TX
44186,Five Guys TX-1047 8603 State Hwy 151,4.7,78245,San Antonio,TX
34896,Ito sushi,4.6,78207,San Antonio,TX
7955,Phayathai Cuisine,5,98115,Seattle,WA
15351,Vinason Pho &amp; Grill,4.9,98121,Seattle,WA
50578,First Watch ,4.7,77479,Sugar Land,TX
47339,Pizzeria Testa,4.9,75034,Frisco,TX
14140,Kinja Japanese &amp; Korean Restaurant,4.4,99208,Spokane,WA
11399,Rad Magic Subs,4.9,97220,Portland,OR
48241,Super Chix - Dallas,4.9,75254,Dallas,TX
20351,Bob &amp; Edith's Diner ,4.4,22204,Arlington,VA
17788,Ohmani Bap,4.7,22003,Mason,VA
50008,Atheneos Greek Village Cafe,4.8,75149,Mesquite,TX
5951,Arby's ,4.7,60073,Round Lake Beach,IL
21464,Firehouse Subs ,4.9,24018,Roanoke,VA
33328,Mellow Mushroom ,4.8,75069,McKinney,TX
26471,The Original Pancake House ,4.4,20814,Bethesda,MD
46667,Whataburger ,4.6,77375,Tomball,TX
50692,King's BBQ,3.4,77478,Sugar Land,TX
25401,Tilted Kilt Pub ,4.5,23875,Prince George,VA
30650,Big Daddy's Pizza ,4.4,84118,Salt Lake City,UT
40252,Bamboo Bistro ,4.6,78745,Austin,TX
43394,Pollo Bravo ,4.5,77450,Katy,TX
11658,Next Level Burger ,4.7,97209,Portland,OR
15269,Tam Noodle Box,4.6,98122,Seattle,WA
3946,Papa Johns ,4.4,53154,Oak Creek,WI
29867,Cracker Barrel Old Country Store ,4.3,84119,West Valley City,UT
11674,Menchie's Frozen Yogurt ,5,98665,Vancouver,WA
54944,Marble Slab Creamery ,5,77598,Webster,TX
14385,De Leon's Taco &amp; Bar,4.5,99223,Spokane,WA
44240,Freddy's Frozen Custard &amp; Steakburgers ,4.3,78251,San Antonio,TX
19899,Mastro's Steakhouse - 600 13th St. N.W.,4.4,20005,Washington,DC
14690,Bruno's Pizzeria,4.7,98258,Lake Stevens,WA
16683,Kyoto Japanese Steakhouse And Sushi ,4.2,98632,Longview,WA
29312,McDonald's® ,4.5,05446,Colchester,VT
48701,#301 Snuffers-Addison,4.6,75001,Addison,TX
37904,Shell Shack - Fort Worth,4.2,76177,Fort Worth,TX
21502,Sheetz - 2703 Peters Creek Rd NW ,4.5,24019,Roanoke,VA
56960,Thrilled Cheese ,4,76201,Denton,TX
47727,#603 Village Burger Bar - Legacy,4.9,75024,Plano,TX
50476,Tacos Don Cuco ,4.3,79905,El Paso,TX
38722,Wing Pit,4.5,76205,Denton,TX
8590,Jamba Juice ,4.8,98105,Seattle,WA
63023,Snappy Salads ,4.9,75206,Dallas,TX
40402,Habesha Restaurant and Bar,4.6,78723,Austin,TX
23800,Domoishi - Chesterfield - Centralia Rd,4.7,23832,Chesterfield,VA
14554,Walgreens ,5,99203,Spokane,WA
56884,Stripes ,5,78593,Santa Rosa,TX
3818,Gus's Gyros,4.2,53402,Racine,WI
44868,Panda Express ,4.7,79912,El Paso,TX
53161,Tortilleria La Reyna #3,4.4,77081,Houston,TX
60666,La Playa Restaurant &amp; Cantina,4.5,78411,Corpus Christi,TX
21397,Oriental House,4.2,24011,Roanoke,VA
32974,Urban Seafood,4.5,75074,Plano,TX
59785,I Heart Yogurt ,4.6,75209,Dallas,TX
53119,sweetgreen ,4.9,77006,Houston,TX
54329,Jersey Mike's Subs ,4.8,75039,Irving,TX
3405,Kenosha Brewing Company,4.6,53142,Kenosha,WI
15696,The Rock Wood Fired Pizza ,4.5,98042,Covington,WA
56460,Papa Johns ,4.6,78130,New Braunfels,TX
57641,Hootie's Chicken Tenders ,2.9,78205,San Antonio,TX
6261,Outback Steakhouse ,4.3,26508,Morgantown,WV
17894,Shawarma Guys ,4.2,22310,Alexandria,VA
43522,Leo's Italian Kitchen ,4.7,77494,Katy,TX
60582,Schlotzsky's Deli ,4.8,75013,Allen,TX
23631,7-Eleven ,5,22553,Spotsylvania,VA
45366,Denny's ,4.3,75070,McKinney,TX
10675,Pho White Center,4.9,98106,Seattle,WA
46408,Crumbl Cookies ,4.7,77354,Magnolia,TX
25184,Capital Musubi - Chantilly,4.7,20151,Sully,VA
49648,MOD Pizza ,4.6,78634,Hutto,TX
58695,Stripes ,4.2,77471,Rosenberg,TX
52385,Popeyes ,4.5,77025,Houston,TX
60451,Subway ,4.5,76227,Providence Village,TX
39828,Taco Flats,4.8,78756,Austin,TX
58207,Schlotzsky's ,4.8,75087,Rockwall,TX
35674,Gus's World Famous Fried Chicken,4.7,78210,San Antonio,TX
53433,Local Pho,4.9,77396,Humble,TX
8290,Buzz Inn Steakhouse ,4.7,98204,Everett,WA
40541,NG Cafe,4.8,78753,Austin,TX
15767,McDonald's ,3.2,98579,Rochester,WA
50184,BJ's Restaurant &amp; Brewhouse ,4.4,75150,Mesquite,TX
36993,Firehouse Subs ,4.9,76086,Weatherford,TX
42788,Johnny Carino's ,4.2,75165,Waxahachie,TX
13155,Garcia's Family Mexican Restaurant,4.7,98002,Auburn,WA
19275,"Alta Strada - Mt Vernon Sq, D.C.",4.7,20001,Washington,DC
23722,Crafty Crab,4.4,23223,Richmond,VA
38667,F2 - Fusion Flavors,4.7,76092,Southlake,TX
12579,Emerald City Smoothie ,4.8,98499,Lakewood,WA
59887,Chili's ,4.6,75001-4515,Dallas,TX
61994,Denny's ,4.2,77521,Baytown,TX
58123,Church's Chicken ,4.3,75243,Dallas,TX
10218,Starbucks ,4.6,99362,Walla Walla,WA
34785,Momo House - Nepali Style Dumplings,4.7,78249,San Antonio,TX
49676,Chipotle Mexican Grill ,4.3,78634,Hutto,TX
38912,The Cajun ,4.1,76248,Keller,TX
60453,Panda Express ,4.5,76227,Cross Roads,TX
38827,Fireside Pies - Grapevine,4.8,76051,Grapevine,TX
49652,Golden Chick - Hutto,4.7,78634,Hutto,TX
37805,Skillman Wok,4.1,76036,Crowley,TX
48331,Rose Meditreanian Cuisine,4.5,75025,Plano,TX
9806,The Village Bistro,4.7,99336,Kennewick,WA
11231,Bandini Pizza and Pasta,3.7,97217,Portland,OR
38774,Newk's ,4.7,76177,Fort Worth,TX
19737,Spill The Tea,4.7,22314,Alexandria,VA
4929,Chipotle Mexican Grill ,4.5,53005,Brookfield,WI
27817,El Bebe Tacos and Tequila,4.8,20003,Washington,DC
58100,McDonald's® ,4.6,75048,SACHSE,TX
11361,Muchas Gracias ,4.5,98686,Vancouver,WA
15017,Bengal Tiger,4.5,98115,Seattle,WA
16028,Taco Bell ,4.3,99163,Pullman,WA
35972,Taco Cabana ,4.6,78223,San Antonio,TX
20318,Teriyaki Way- Japanese Grill &amp; Ramen,4.4,22102,McLean,VA
21940,Burger 21 ,4.6,20166,Sterling,VA
37186,MrBeast Burger ,4,76308,Wichita Falls,TX
13447,Ivar's Seafood Bar ,4.3,98056,Renton,WA
19079,Lee's Sandwiches ,4.7,22203,Arlington,VA
4632,Erbert &amp; Gerbert's ,4.8,54911-5713,Appleton,WI
20288,Crafthouse ,4.5,22203,Arlington,VA
35412,Playa Bowls ,4.9,78258,San Antonio,TX
52937,Nourish Juice Bar + Kalos Coffee Co,4.8,77007,Houston,TX
42885,Buffalo Wild Wings ,4.1,76011,Arlington,TX
23385,Cancun Margarita Bar N Grill,4.2,22407,Fredericksburg,VA
51485,Dirty Little Vegan ,4.2,77057,Houston,TX
8774,Fresh Set 17 ,4.2,98037,Lynnwood,WA
17320,Subway ,4.6,98225,Bellingham,WA
2701,Noodles &amp; Company ,4.7,54650,Onalaska,WI
56907,Taco Cabana ,4.1,77539,League City,TX
7658,El Mirador Express,4.4,98902,Yakima,WA
59682,Blue Sushi Sake Grill ,4.7,75230,Dallas,TX
43574,Subway ,4.7,77494,Katy,TX
37799,Shake Shack ,4.7,76164,Fort Worth,TX
62864,Osaka Japanese Steakhouse ,4.3,79706,Midland,TX
47833,Cafe Acai ,4.6,75034,Frisco,TX
24641,Sushi Hibachi Bistro,4.7,23233,Henrico,VA
4466,Bona Fide Juicery ,4.9,54311,Green Bay,WI
58442,Burger King ,4.6,78681,Round Rock,TX
55550,Hamburger Inn #2,4.6,79915,El Paso,TX
45831,OMG! DONUTS &amp; MORE LLC,4.6,77429,Cypress,TX
37344,Raising Cane's ,4.8,75701,Tyler,TX
56122,Hopdoddy Burger Bar ,4.7,78257,San Antonio,TX
42513,Jersey Mike's Subs ,4.7,77581,Pearland,TX
47680,7-Eleven ,4.9,75056,The Colony,TX
38482,Dairy Queen ,4.4,76180,North Richland Hills,TX
52707,Hooters ,4.4,77098,Houston,TX
37040,Papa John's ,4.6,76116,Fort Worth,TX
16456,Jamba Juice ,4.3,98004,Bellevue,WA
47868,Arirang Korean Restaurant,4.7,75007,Carrollton,TX
17302,Starbucks ,4.8,98310,Bremerton,WA
46204,Charleys Cheesesteaks - Woodlands Mall,4.7,77380,The Woodlands,TX
42045,Sushi Coast,4.7,77598,Webster,TX
17876,China Wok,4.6,20112,Manassas,VA
45947,Panda Express ,4.6,77377,Tomball,TX
39471,Star of India,4.6,78757,Austin,TX
40196,Rice2Go,4.5,78681,Round Rock,TX
2130,El Tenampa Mexican Grill,4.3,53224,Milwaukee,WI
39799,Sazan Ramen,4.7,78752,Austin,TX
33332,Dunkin' ,4.4,75094,Murphy,TX
28206,Five Guys VA-0075 5240 Fairfield Shopping Cente,4.8,23464,Virginia Beach,VA
35509,HOT CHICKS ,4.4,78207,San Antonio,TX
18603,Chipotle Mexican Grill ,4.6,23185,Williamsburg,VA
31290,Baskin-Robbins ,4.9,84790,Saint George,UT
35351,Munchies Shakes Snacks &amp; More ,4.9,78232,San Antonio,TX
50744,Marble Slab Creamery | Great American Cookies ,4.6,77459,Missouri City,TX
1951,Cudahy Pancake House &amp; More,4.7,53110,Cudahy,WI
50670,Old Hickory Inn Barbecue ,4.5,77083,Houston,TX
47076,Cup Pies &amp; Co.,5,75024,Plano,TX
45204,Jayjay cafe,4.4,76063-7593,Mansfield,TX
12454,BBQ Pete's ,4.4,98499,Lakewood,WA
24909,Chopt Creative Salad Co. ,4.8,23060,Glen Allen,VA
9055,Lady Yum,4.9,98033,Kirkland,WA
26687,Berries &amp; Bowls,4.9,20814,Bethesda,MD
62119,Taco Villa,4.6,79762,Odessa,TX
48530,Dairy Queen Grill &amp; Chill ,4.7,75035,Frisco,TX
59945,Ma Crepe,4.5,75219,Dallas,TX
59043,Starbucks ,4.9,76133,Fort Worth,TX
57473,Wendy's  ,4.7,78539,Edinburg,TX
18663,Panera ,4.8,23188,Williamsburg,VA
21897,Kumo Sushi ,4.8,20171,Herndon,VA
7775,Diedrich Espresso ,4.8,98012,Mill Creek,WA
22901,7-Eleven ,5,20105,Aldie,VA
36880,Charleys Cheesesteaks and Wings - Westside Corner - TX,4.5,76108,Fort Worth,TX
36087,Kerbey Lane Cafe ,4.7,78666,San Marcos,TX
14697,McDonald's® ,4.4,98201,Everett,WA
5973,RED JJ FISH &amp; CHICKEN,4.5,60099,Zion,IL
58159,La Madeleine Country French Cafe ,4.6,75080,Richardson,TX
44114,Corner Coffee and More,5,78221,San Antonio,TX
16579,Subway ,4,98042,Covington,WA
60799,Wendy's  ,4.5,77339,Kingwood,TX
52867,Fried or Die Chicken ,2.9,77019,Houston,TX
47375,JS Sushi,4.7,75007,Carrollton,TX
17373,Starbucks ,4.9,98270,Marysville,WA
10794,Salmoncreek cafe,4.8,98146,Burien,WA
62292,McDonald's® ,4.4,76112-4013,FORT WORTH,TX
37147,Jimmy's Egg ,4.4,76308,Wichita Falls,TX
19205,Bantam King,4.9,20001,Washington,DC
29092,Mothership Pizza ,4,20003,Washington,DC
19040,Duck Donuts ,4.9,22302,Alexandria,VA
24933,McDonald's® ,3.5,22801,HARRISONBURG,VA
51057,CoCo’s Cafe,4.8,77478,Sugar Land,TX
28675,French Toast Feast ,3.8,20003,Washington,DC
56136,Total Wine &amp; More ,5,78257,San Antonio,TX
27962,Nanjing Bistro,4.8,22030,Fairfax,VA
26640,Subway ,4.7,22043,Falls Church,VA
28491,Sakura Express ,4.7,20912,Chillum,MD
